,Unnamed: 0,ciclo,Cod.Asign,Asignatura,Cod.Car.Sec,Cod.Curso,Convocatoria,Anho,Semestre,Aprobado,Anho.Firma,Primer.Par,Segundo.Par,AOT,Primer.Rec,Segundo.Rec,Nota.Final,Asis,4P_60,id_anony
131455,8043,1,13535,PASANTIA,CGF-PLS13 ,10,1,2018,1,1,2018,0,0,0,0,0,[5],0.0,,es_1045
131456,8044,1,13535,PASANTIA,CGF-PLS13 ,10,1,2018,1,1,2018,0,0,0,0,0,[5],0.0,,es_1055
131457,8045,1,13535,PASANTIA,CGF-PLS13 ,10,1,2018,1,0,0,0,0,0,0,0,[0],0.0,,es_3366
131458,8046,1,13535,PASANTIA,CGF-PLS13 ,10,1,2018,1,0,0,0,0,0,0,0,[0],0.0,,es_1153
131459,8047,1,13535,PASANTIA,CGF-PLS13 ,10,1,2018,1,1,2018,0,0,0,0,0,[5],0.0,,es_1521
131460,8048,1,13535,PASANTIA,CGF-PLS13 ,10,1,2018,1,0,0,0,0,0,0,0,[0],0.0,,es_172
131461,8049,1,13535,PASANTIA,CGF-PLS13 ,10,1,2018,1,1,2018,0,0,0,0,0,[5],0.0,,es_1188
131462,8050,1,13535,PASANTIA,CGF-PLS13 ,10,1,2018,1,0,0,0,0,0,0,0,[0],0.0,,es_1571
131463,8051,1,13535,PASANTIA,CGF-PLS13 ,10,1,2018,1,1,2018,0,0,0,0,0,[5],0.0,,es_1394
131464,8052,1,13535,PASANTIA,CGF-PLS13 ,10,1,2018,1,1,2018,0,0,0,0,0,[5],0.0,,es_1297
131465,8053,1,13535,PASANTIA,CGF-PLS13 ,10,1,2018,1,1,2018,0,0,0,0,0,[5],0.0,,es_391
131466,8054,1,13535,PASANTIA,CGF-PLS13 ,10,1,2018,1,1,2018,0,0,0,0,0,[5],0.0,,es_1749
145425,9989,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,22,23,6,0,0,[3],1.0,,es_1170
145426,9990,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,22,30,10,0,0,[5],1.0,,es_1814
145427,9991,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,19,19,8,0,0,[4],1.0,,es_2122
145428,9992,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,0,27,8,0,0,[2],1.0,,es_2135
145429,9993,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2017,0,0,0,0,0,[4],0.0,,es_2138
145430,9994,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,21,31,10,0,0,[5],1.0,,es_2145
145431,9995,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,22,26,8,0,0,[5],1.0,,es_2538
145432,9996,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,15,30,10,0,0,[4],1.0,,es_2190
145433,9997,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,0,2018,19,23,7,0,0,[0],1.0,,es_2555
145434,9998,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,22,29,7,0,0,[5],1.0,,es_2231
145435,9999,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,11,28,10,0,0,[4],1.0,,es_2581
145436,10000,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,13,30,10,0,0,[4],1.0,,es_2586
145437,10001,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,21,29,10,0,0,[5],1.0,,es_2588
145438,10002,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,18,28,9,0,0,[5],1.0,,es_3008
145439,10003,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,0,2018,20,28,7,0,0,[0],1.0,,es_3011
145440,10004,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,15,31,9,0,0,[5],1.0,,es_2621
145441,10005,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,0,2018,16,27,6,0,0,[1],1.0,,es_2265
145442,10006,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,17,31,6,0,0,[5],1.0,,es_1268
145443,10007,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,22,28,7,0,0,[5],1.0,,es_2270
145444,10008,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,21,32,10,0,0,[5],1.0,,es_2650
145445,10009,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,16,26,8,0,0,[3],1.0,,es_1953
145446,10010,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,15,31,10,0,0,[3],1.0,,es_2690
145447,10011,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,15,33,10,0,0,[5],1.0,,es_2305
145448,10012,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,16,28,10,0,0,[5],1.0,,es_2699
145449,10013,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,19,25,10,0,0,[4],1.0,,es_454
145450,10014,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,17,30,9,0,0,[5],1.0,,es_3090
145451,10015,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,0,0,0,0,0,0,0,[0],0.0,,es_1685
145452,10016,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,23,30,10,0,0,[5],1.0,,es_3102
145453,10017,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,22,32,9,0,0,[5],1.0,,es_3110
145454,10018,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,17,30,10,0,0,[5],1.0,,es_2359
145455,10019,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,14,20,10,0,0,[5],1.0,,es_2790
145456,10020,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,18,29,6,0,0,[5],1.0,,es_1316
145457,10021,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,15,28,6,0,0,[5],1.0,,es_2806
145458,10022,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,19,27,9,0,0,[3],1.0,,es_3349
145459,10023,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,23,29,9,0,0,[5],1.0,,es_2822
145460,10024,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,19,29,10,0,0,[5],1.0,,es_2828
145461,10025,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,18,33,9,0,0,[5],1.0,,es_3176
145462,10026,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,18,25,10,0,0,[5],1.0,,es_2834
145463,10027,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,19,30,10,0,0,[5],1.0,,es_2043
145464,10028,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,21,32,9,0,0,[5],1.0,,es_3190
145465,10029,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,19,23,10,0,0,[3],1.0,,es_2845
145466,10030,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,18,30,10,0,0,[5],1.0,,es_2860
145467,10031,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,0,2018,5,25,6,0,0,[0],1.0,,es_2429
145468,10032,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,20,30,8,0,0,[5],1.0,,es_3212
145469,10033,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,19,29,10,0,0,[5],1.0,,es_2864
145470,10034,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,22,24,6,0,0,[2],1.0,,es_1429
145471,10035,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,20,29,10,0,0,[5],1.0,,es_2878
145472,10036,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,19,28,8,0,0,[5],1.0,,es_2446
145473,10037,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,23,28,10,0,0,[5],1.0,,es_2074
145474,10038,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,14,22,9,0,0,[3],1.0,,es_3337
145475,10039,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,17,30,9,0,0,[5],1.0,,es_2914
145476,10040,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,17,25,9,0,0,[3],1.0,,es_2920
145477,10041,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,22,25,8,0,0,[3],1.0,,es_2939
145478,10042,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2017,0,0,0,0,0,[5],0.0,,es_2493
145479,10043,2,13506,TOPOGRAFIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,15,20,9,0,0,[3],1.0,,es_2961
145480,10044,2,13507,GEODESIA GRAVIMETRICA,CGF-PLS13 ,5,1,2018,2,0,2018,19,0,10,0,36,[0],1.0,,es_2122
145481,10045,2,13507,GEODESIA GRAVIMETRICA,CGF-PLS13 ,5,1,2018,2,0,0,1,16,10,0,0,[0],1.0,,es_1442
145482,10046,2,13507,GEODESIA GRAVIMETRICA,CGF-PLS13 ,5,1,2018,2,0,0,10,0,10,0,0,[0],1.0,,es_2995
145483,10047,2,13507,GEODESIA GRAVIMETRICA,CGF-PLS13 ,5,1,2018,2,1,2018,16,28,10,0,0,[4],1.0,,es_3008
145484,10048,2,13507,GEODESIA GRAVIMETRICA,CGF-PLS13 ,5,1,2018,2,0,2018,6,12,10,32,0,[0],1.0,,es_2266
145485,10049,2,13507,GEODESIA GRAVIMETRICA,CGF-PLS13 ,5,1,2018,2,1,2018,5,12,10,25,0,[2],1.0,,es_1273
145486,10050,2,13507,GEODESIA GRAVIMETRICA,CGF-PLS13 ,5,1,2018,2,0,2018,10,12,10,25,0,[1],1.0,,es_2647
145487,10051,2,13507,GEODESIA GRAVIMETRICA,CGF-PLS13 ,5,1,2018,2,1,2018,13,36,10,0,0,[5],1.0,,es_3090
145488,10052,2,13507,GEODESIA GRAVIMETRICA,CGF-PLS13 ,5,1,2018,2,1,2018,23,34,10,0,0,[5],1.0,,es_3102
145489,10053,2,13507,GEODESIA GRAVIMETRICA,CGF-PLS13 ,5,1,2018,2,1,2018,24,36,10,0,0,[5],1.0,,es_3110
145490,10054,2,13507,GEODESIA GRAVIMETRICA,CGF-PLS13 ,5,1,2018,2,1,2018,19,26,10,0,0,[5],1.0,,es_2005
145491,10055,2,13507,GEODESIA GRAVIMETRICA,CGF-PLS13 ,5,1,2018,2,1,2018,13,6,10,44,0,[3],1.0,,es_2806
145492,10056,2,13507,GEODESIA GRAVIMETRICA,CGF-PLS13 ,5,1,2018,2,1,2018,14,36,10,0,0,[5],1.0,,es_3349
145493,10057,2,13507,GEODESIA GRAVIMETRICA,CGF-PLS13 ,5,1,2018,2,0,0,5,0,10,0,0,[0],0.0,,es_2406
145494,10058,2,13507,GEODESIA GRAVIMETRICA,CGF-PLS13 ,5,1,2018,2,0,2018,20,10,10,0,0,[0],1.0,,es_2429
145495,10059,2,13507,GEODESIA GRAVIMETRICA,CGF-PLS13 ,5,1,2018,2,1,2018,20,28,10,0,0,[5],1.0,,es_3212
145496,10060,2,13507,GEODESIA GRAVIMETRICA,CGF-PLS13 ,5,1,2018,2,1,2018,14,36,10,0,0,[5],1.0,,es_2074
145497,10061,2,13507,GEODESIA GRAVIMETRICA,CGF-PLS13 ,5,1,2018,2,1,2018,20,16,10,0,0,[3],1.0,,es_3337
145498,10062,2,13507,GEODESIA GRAVIMETRICA,CGF-PLS13 ,5,1,2018,2,0,0,0,16,10,0,20,[0],1.0,,es_1471
145499,10063,2,13507,GEODESIA GRAVIMETRICA,CGF-PLS13 ,5,1,2018,2,1,2018,23,36,10,0,0,[5],1.0,,es_2914
145500,10064,2,13507,GEODESIA GRAVIMETRICA,CGF-PLS13 ,5,1,2018,2,1,2018,17,6,10,40,0,[5],1.0,,es_2493
145501,10065,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,1,2018,6,19,7,30,0,[4],1.0,,es_2976
145502,10066,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,0,0,0,0,6,0,0,[0],0.0,,es_2977
145503,10067,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,0,0,0,0,6,0,0,[0],0.0,,es_1170
145504,10068,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,1,2018,8,19,9,0,0,[2],1.0,,es_1817
145505,10069,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,1,2018,13,25,8,0,0,[3],1.0,,es_2141
145506,10070,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,1,2018,10,24,8,0,0,[4],1.0,,es_1852
145507,10071,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,1,2017,0,0,2,0,0,[5],0.0,,es_2555
145508,10072,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,1,2018,0,23,7,46,0,[5],1.0,,es_2231
145509,10073,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,1,2018,14,23,9,0,0,[4],1.0,,es_2581
145510,10074,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,1,2018,5,16,7,0,46,[5],1.0,,es_2586
145511,10075,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,1,2018,14,29,8,0,0,[4],1.0,,es_2588
145512,10076,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,1,2018,13,27,9,0,0,[5],1.0,,es_3008
145513,10077,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,1,2017,0,0,3,0,0,[4],0.0,,es_2618
145514,10078,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,1,2018,17,22,10,0,0,[5],1.0,,es_2621
145515,10079,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,0,0,8,0,7,0,0,[0],0.0,,es_2265
145516,10080,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,0,0,10,8,6,0,0,[0],0.0,,es_1953
145517,10081,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,1,2018,10,16,9,32,0,[5],1.0,,es_2669
145518,10082,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,1,2018,15,26,9,0,0,[5],1.0,,es_2699
145519,10083,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,1,2018,8,27,10,0,0,[4],1.0,,es_3090
145520,10084,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,1,2018,6,13,8,38,0,[4],1.0,,es_2728
145521,10085,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,0,0,8,0,7,0,0,[0],0.0,,es_2327
145522,10086,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,1,2018,20,25,10,0,0,[5],1.0,,es_3102
145523,10087,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,1,2018,15,35,10,0,0,[5],1.0,,es_3110
145524,10088,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,1,2018,3,18,7,0,42,[4],1.0,,es_2350
145525,10089,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,0,0,0,0,3,0,0,[0],0.0,,es_2361
145526,10090,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,0,0,5,12,7,0,10,[0],1.0,,es_2790
145527,10091,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,0,0,6,0,6,0,0,[0],1.0,,es_3360
145528,10092,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,1,2018,7,19,8,42,0,[4],1.0,,es_2806
145529,10093,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,1,2018,7,13,7,28,24,[4],1.0,,es_2834
145530,10094,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,1,2018,2,20,9,44,0,[5],1.0,,es_2845
145531,10095,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,0,0,0,0,2,0,0,[0],0.0,,es_2417
145532,10096,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,1,2018,5,16,9,34,0,[2],1.0,,es_2860
145533,10097,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,0,0,0,0,3,0,0,[0],0.0,,es_2429
145534,10098,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,0,0,5,0,7,0,0,[0],1.0,,es_3214
145535,10099,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,0,0,10,0,7,0,0,[0],1.0,,es_1429
145536,10100,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,0,0,7,0,6,0,0,[0],1.0,,es_3649
145537,10101,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,0,0,9,0,7,0,0,[0],1.0,,es_2454
145538,10102,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,1,2018,15,31,8,0,0,[5],1.0,,es_3248
145539,10103,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,0,0,0,0,6,0,0,[0],0.0,,es_3255
145540,10104,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,1,2018,7,34,10,0,0,[5],1.0,,es_2914
145541,10105,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,0,0,0,0,3,0,0,[0],0.0,,es_3340
145542,10106,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,0,0,0,0,4,0,0,[0],0.0,,es_2939
145543,10107,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,1,2018,15,26,8,0,0,[4],1.0,,es_2085
145544,10108,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,1,2018,15,26,7,0,0,[3],1.0,,es_2492
145545,10109,2,13508,BIOLOGIA AMBIENTAL,CGF-PLS13 ,5,1,2018,2,0,0,10,0,7,0,0,[0],1.0,,es_3302
145546,10110,2,13509,FOTOGRAMETRIA 2,CGF-PLS13 ,5,1,2018,2,0,0,6,0,10,0,0,[0],0.0,,es_1170
145547,10111,2,13509,FOTOGRAMETRIA 2,CGF-PLS13 ,5,1,2018,2,0,0,8,11,10,6,0,[0],1.0,,es_2138
145548,10112,2,13509,FOTOGRAMETRIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,9,16,10,0,0,[2],1.0,,es_2231
145549,10113,2,13509,FOTOGRAMETRIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,12,13,10,20,0,[2],1.0,,es_2588
145550,10114,2,13509,FOTOGRAMETRIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,14,30,10,0,0,[3],1.0,,es_3008
145551,10115,2,13509,FOTOGRAMETRIA 2,CGF-PLS13 ,5,1,2018,2,0,0,8,0,10,0,0,[0],1.0,,es_2621
145552,10116,2,13509,FOTOGRAMETRIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,17,25,10,0,0,[4],1.0,,es_2305
145553,10117,2,13509,FOTOGRAMETRIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,6,10,10,38,0,[3],1.0,,es_2699
145554,10118,2,13509,FOTOGRAMETRIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,11,30,10,0,0,[5],1.0,,es_3090
145555,10119,2,13509,FOTOGRAMETRIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,21,30,10,0,0,[5],1.0,,es_3110
145556,10120,2,13509,FOTOGRAMETRIA 2,CGF-PLS13 ,5,1,2018,2,0,2018,7,24,10,0,0,[0],1.0,,es_2359
145557,10121,2,13509,FOTOGRAMETRIA 2,CGF-PLS13 ,5,1,2018,2,1,2017,0,0,10,0,0,[2],0.0,,es_1744
145558,10122,2,13509,FOTOGRAMETRIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,11,18,10,20,0,[2],1.0,,es_3212
145559,10123,2,13509,FOTOGRAMETRIA 2,CGF-PLS13 ,5,1,2018,2,1,2018,14,29,10,0,0,[5],1.0,,es_2914
145560,10124,2,13509,FOTOGRAMETRIA 2,CGF-PLS13 ,5,1,2018,2,0,0,3,0,10,0,0,[0],0.0,,es_2939
145561,10125,2,13509,FOTOGRAMETRIA 2,CGF-PLS13 ,5,1,2018,2,1,2017,11,0,10,0,0,[2],0.0,,es_2493
145562,10126,2,13509,FOTOGRAMETRIA 2,CGF-PLS13 ,5,1,2018,2,0,2017,0,0,10,0,0,[0],0.0,,es_2500
145563,10127,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,0,2018,6,13,10,32,0,[0],1.0,,es_1170
145564,10128,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,1,2018,14,15,10,0,0,"[1, 1, 3]",1.0,,es_2122
145565,10129,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,0,2018,14,14,10,0,0,[1],1.0,,es_2138
145566,10130,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,0,2018,10,18,10,0,0,[0],1.0,,es_2555
145567,10131,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,1,2018,12,18,10,0,0,[2],1.0,,es_2231
145568,10132,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,1,2018,12,26,10,0,0,[4],1.0,,es_2581
145569,10133,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,1,2018,9,7,10,10,28,[2],1.0,,es_2586
145570,10134,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,1,2018,12,10,10,38,0,[4],1.0,,es_2588
145571,10135,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,1,2018,17,11,10,42,0,[4],1.0,,es_3008
145572,10136,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,1,2018,7,14,10,48,0,[5],1.0,,es_2621
145573,10137,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,1,2018,13,20,10,0,0,[3],1.0,,es_2265
145574,10138,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,0,2017,11,0,0,0,0,[0],0.0,,es_2647
145575,10139,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,1,2018,14,15,10,0,0,[3],1.0,,es_2650
145576,10140,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,0,0,13,11,10,0,0,[0],1.0,,es_1953
145577,10141,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,1,2018,18,24,10,0,0,[4],1.0,,es_2305
145578,10142,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,1,2018,11,19,10,0,0,[2],1.0,,es_2699
145579,10143,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,1,2018,18,23,10,0,0,[4],1.0,,es_3090
145580,10144,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,1,2018,9,19,10,36,0,[4],1.0,,es_2728
145581,10145,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,1,2018,14,22,10,0,0,[2],1.0,,es_3102
145582,10146,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,1,2018,20,21,10,0,0,[4],1.0,,es_3110
145583,10147,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,1,2018,11,21,10,0,0,"[1, 1, 3]",1.0,,es_2359
145584,10148,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,1,2018,18,21,10,0,0,[3],1.0,,es_2361
145585,10149,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,0,0,7,4,10,0,0,[0],1.0,,es_2790
145586,10150,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,1,2018,11,7,10,18,42,[3],1.0,,es_1707
145587,10151,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,0,2018,16,9,10,20,0,[0],1.0,,es_2806
145588,10152,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,1,2018,14,16,10,30,0,"[1, 4]",1.0,,es_3349
145589,10153,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,0,0,0,3,10,0,0,[0],1.0,,es_2828
145590,10154,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,0,0,6,6,10,0,0,[0],1.0,,es_2834
145591,10155,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,1,2018,13,14,10,16,36,[3],1.0,,es_2845
145592,10156,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,1,2018,6,23,10,0,0,[2],1.0,,es_1744
145593,10157,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,0,2018,14,15,10,0,0,[1],1.0,,es_2860
145594,10158,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,0,0,0,21,10,0,0,[0],1.0,,es_2429
145595,10159,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,1,2018,17,17,10,0,0,[3],1.0,,es_3212
145596,10160,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,0,2018,11,15,10,0,0,[1],1.0,,es_1429
145597,10161,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,0,0,0,0,0,0,0,[0],0.0,,es_2878
145598,10162,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,0,2018,10,7,10,26,0,[1],1.0,,es_2446
145599,10163,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,1,2018,11,11,10,26,32,[3],1.0,,es_3337
145600,10164,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,1,2018,17,26,10,0,0,[5],1.0,,es_2914
145601,10165,2,13510,CARTOGRAFIA 1,CGF-PLS13 ,5,1,2018,2,0,2018,10,10,10,22,30,[0],1.0,,es_2920
