,ciclo,Asignatura,Convocatoria,Anho,Aprobado,Anho.Firma,Primer.Par,Segundo.Par,AOT,Nota.Final,id_anony,Nota.Prom
5635,2,GEOLOGIA DEL PARAGUAY,1,2012,1,2012,23,34,10,[5],es_1046,5.0
5636,2,GEOLOGIA DEL PARAGUAY,1,2012,1,2012,17,31,10,[5],es_1047,5.0
5637,2,GEOLOGIA DEL PARAGUAY,1,2012,1,2012,23,31,10,[5],es_579,5.0
5638,2,GEOLOGIA DEL PARAGUAY,1,2012,1,2012,22,29,10,[5],es_1050,5.0
5639,2,GEOLOGIA DEL PARAGUAY,1,2012,1,2012,20,34,10,[5],es_443,5.0
5640,2,FOTOGRAMETRIA 2,1,2012,1,2012,0,29,10,[4],es_1501,4.0
5641,2,FOTOGRAMETRIA 2,1,2012,1,2012,15,25,10,[4],es_255,4.0
5642,2,FOTOGRAMETRIA 2,1,2012,1,2012,22,25,10,[5],es_1046,5.0
5643,2,FOTOGRAMETRIA 2,1,2012,1,2012,23,17,10,[4],es_365,4.0
5644,2,CARTOGRAFIA 1,1,2012,0,0,20,0,0,[0],es_255,0.0
5645,2,CARTOGRAFIA 1,1,2012,1,2012,20,22,7,[2],es_414,2.0
5646,2,CARTOGRAFIA 1,1,2012,0,0,20,0,0,[0],es_1045,0.0
5647,2,CARTOGRAFIA 1,1,2012,1,2012,19,24,7,[3],es_1046,3.0
5648,2,CARTOGRAFIA 1,1,2012,0,0,0,0,0,[0],es_844,0.0
5649,2,CARTOGRAFIA 1,1,2012,0,0,18,12,7,[0],es_1047,0.0
5650,2,CARTOGRAFIA 1,1,2012,0,0,0,0,0,[0],es_579,0.0
5651,2,CARTOGRAFIA 1,1,2012,1,2012,27,22,7,[4],es_443,4.0
5652,2,CARTOGRAFIA 1,1,2012,1,2012,18,31,7,[4],es_365,4.0
5653,2,GEOGRAFIA HUMANA,1,2012,0,2012,24,22,10,[0],es_443,0.0
5654,2,ECONOMIA POLITICA,1,2012,1,2012,25,25,10,[5],es_1051,5.0
5655,2,CARTOGRAFIA DIGITAL APLICADA,1,2012,1,2012,14,9,0,[2],es_1048,2.0
5656,2,CARTOGRAFIA DIGITAL APLICADA,1,2012,0,0,0,0,0,[0],es_1500,0.0
5657,2,CARTOGRAFIA DIGITAL APLICADA,1,2012,1,2012,16,19,7,[4],es_1501,4.0
5658,2,CARTOGRAFIA DIGITAL APLICADA,1,2012,1,2012,15,27,7,[4],es_1049,4.0
5659,2,CARTOGRAFIA DIGITAL APLICADA,1,2012,1,2012,20,21,7,[4],es_824,4.0
5660,2,CARTOGRAFIA DIGITAL APLICADA,1,2012,1,2012,16,29,7,[4],es_1050,4.0
5661,2,CARTOGRAFIA DIGITAL APLICADA,1,2012,1,2012,12,16,7,[3],es_253,3.0
5662,2,GEODESIA SATELITAL,1,2012,1,2012,12,22,10,[2],es_1048,2.0
5663,2,GEODESIA SATELITAL,1,2012,0,0,0,0,0,[0],es_1500,0.0
5664,2,GEODESIA SATELITAL,1,2012,1,2012,12,15,9,[3],es_1501,3.0
5665,2,GEODESIA SATELITAL,1,2012,1,2012,9,20,10,[3],es_1049,3.0
5666,2,GEODESIA SATELITAL,1,2012,1,2012,13,22,9,[4],es_170,4.0
5667,2,GEODESIA SATELITAL,1,2012,1,2012,10,27,10,[5],es_824,5.0
5668,2,GEODESIA SATELITAL,1,2012,1,2012,14,24,10,[3],es_1050,3.0
5669,2,GEODESIA SATELITAL,1,2012,1,2012,9,21,10,[3],es_253,3.0
5670,2,METEOROLOGIA Y CLIMATOLOGIA,1,2012,1,2012,15,33,8,[5],es_1055,5.0
5671,2,ESTUDIOS DE SUELOS,1,2012,1,2012,17,25,5,[4],es_1048,4.0
5672,2,ESTUDIOS DE SUELOS,1,2012,0,0,0,0,0,[0],es_1500,0.0
5673,2,ESTUDIOS DE SUELOS,1,2012,1,2012,11,5,5,[2],es_255,2.0
5674,2,ESTUDIOS DE SUELOS,1,2012,1,2012,14,18,10,[4],es_1054,4.0
5675,2,ESTUDIOS DE SUELOS,1,2012,1,2012,4,23,10,[3],es_414,3.0
5676,2,ESTUDIOS DE SUELOS,1,2012,1,2012,10,10,5,[4],es_1045,4.0
5677,2,ESTUDIOS DE SUELOS,1,2012,1,2011,0,0,0,[5],es_1055,5.0
5678,2,ESTUDIOS DE SUELOS,1,2012,1,2012,14,25,10,[5],es_1046,5.0
5679,2,ESTUDIOS DE SUELOS,1,2012,1,2012,14,23,10,[4],es_1047,4.0
5680,2,ESTUDIOS DE SUELOS,1,2012,0,0,7,13,5,[0],es_579,0.0
5681,2,ESTUDIOS DE SUELOS,1,2012,1,2012,14,32,10,[5],es_1050,5.0
5682,2,ESTUDIOS DE SUELOS,1,2012,0,0,0,14,10,[0],es_443,0.0
5683,2,FORM. Y EVAL. DE PROYECTOS,1,2012,1,2012,9,27,10,[5],es_1101,5.0
5684,2,FORM. Y EVAL. DE PROYECTOS,1,2012,1,2012,16,21,10,[3],es_1051,3.0
5685,2,FORM. Y EVAL. DE PROYECTOS,1,2012,1,2012,7,13,10,[4],es_1052,4.0
5686,2,FORM. Y EVAL. DE PROYECTOS,1,2012,0,2012,11,21,10,[0],es_1056,0.0
5687,2,FORM. Y EVAL. DE PROYECTOS,1,2012,0,0,4,0,0,[0],es_411,0.0
5688,2,FORM. Y EVAL. DE PROYECTOS,1,2012,1,2012,21,31,10,[5],es_248,5.0
5689,2,FORM. Y EVAL. DE PROYECTOS,1,2012,0,0,7,17,10,[0],es_171,0.0
5690,2,FORM. Y EVAL. DE PROYECTOS,1,2012,0,2012,13,28,10,[0],es_1473,0.0
5691,2,FORM. Y EVAL. DE PROYECTOS,1,2012,0,0,0,0,0,[0],es_1474,0.0
5692,2,INTRODUCCION A LA CIENCIA AMBIENTAL,1,2012,1,2011,0,0,0,[5],es_1051,5.0
5693,2,INTRODUCCION A LA CIENCIA AMBIENTAL,1,2012,1,2011,0,0,0,[4],es_822,4.0
5694,2,INTRODUCCION A LA CIENCIA AMBIENTAL,1,2012,0,0,14,0,0,[0],es_1048,0.0
5695,2,INTRODUCCION A LA CIENCIA AMBIENTAL,1,2012,0,0,0,0,0,[0],es_1500,0.0
5696,2,INTRODUCCION A LA CIENCIA AMBIENTAL,1,2012,1,2012,14,22,0,[5],es_1501,5.0
5697,2,INTRODUCCION A LA CIENCIA AMBIENTAL,1,2012,1,2012,13,22,0,[2],es_1049,2.0
5698,2,INTRODUCCION A LA CIENCIA AMBIENTAL,1,2012,1,2011,0,0,0,[4],es_411,4.0
5699,2,INTRODUCCION A LA CIENCIA AMBIENTAL,1,2012,0,0,0,0,0,[0],es_824,0.0
5700,2,INTRODUCCION A LA CIENCIA AMBIENTAL,1,2012,1,2012,13,23,0,[2],es_1057,2.0
5701,2,INTRODUCCION A LA CIENCIA AMBIENTAL,1,2012,0,0,0,0,0,[0],es_172,0.0
5702,2,INTRODUCCION A LA CIENCIA AMBIENTAL,1,2012,0,0,14,0,0,[0],es_171,0.0
5703,2,INTRODUCCION A LA CIENCIA AMBIENTAL,1,2012,1,2012,15,21,0,[4],es_253,4.0
5704,2,INTRODUCCION AL ORDENAMIENTO TERRITORIAL,1,2012,1,2012,0,0,0,[5],es_1052,5.0
5705,2,INTRODUCCION AL ORDENAMIENTO TERRITORIAL,1,2012,0,0,0,0,0,[0],es_172,0.0
5706,2,INTRODUCCION AL ORDENAMIENTO TERRITORIAL,1,2012,0,0,0,0,0,[0],es_171,0.0
5707,2,AEROTRIANGULACION,1,2012,0,0,0,0,0,[0],es_171,0.0
5708,2,CONTABILIDAD Y ADM. FINANCIERA,2,2012,0,0,0,0,0,[0],es_1056,0.0
5709,2,CONTABILIDAD Y ADM. FINANCIERA,2,2012,0,0,7,5,4,[0],es_171,0.0
5710,2,ADMINISTRACION DE EMPRESAS,2,2012,1,2012,20,19,6,[2],es_828,2.0
5711,2,ADMINISTRACION DE EMPRESAS,2,2012,1,2012,20,14,5,[2],es_1051,2.0
5712,2,ADMINISTRACION DE EMPRESAS,2,2012,0,0,20,8,1,[0],es_414,0.0
5713,2,POLITICA Y LEGISLACION PROFESIONAL,2,2012,1,2012,0,29,0,[5],es_411,5.0
5714,2,POLITICA Y LEGISLACION PROFESIONAL,2,2012,1,2012,0,0,0,[5],es_1054,5.0
5715,2,POLITICA Y LEGISLACION PROFESIONAL,2,2012,0,2012,0,30,0,[0],es_488,0.0
5716,2,POLITICA Y LEGISLACION PROFESIONAL,2,2012,0,2012,0,0,0,[0],es_1053,0.0
5717,2,POLITICA Y LEGISLACION PROFESIONAL,2,2012,1,2012,15,20,0,[5],es_1057,5.0
5718,2,POLITICA Y LEGISLACION PROFESIONAL,2,2012,0,0,13,0,0,[0],es_172,0.0
5719,2,POLITICA Y LEGISLACION PROFESIONAL,2,2012,1,2012,24,0,0,[4],es_365,4.0
5720,2,PASANTIAS,2,2012,1,2012,0,0,0,[5],es_1502,5.0
5721,2,PASANTIAS,2,2012,1,2012,0,0,0,[5],es_1503,5.0
5722,2,PASANTIAS,2,2012,1,2012,0,0,0,[4],es_467,4.0
4373,1,SENSORES REMOTOS 2,1,2013,1,2013,21,17,10,[5],es_1501,5.0
4374,1,SENSORES REMOTOS 2,1,2013,1,2013,10,20,10,[5],es_255,5.0
4375,1,SENSORES REMOTOS 2,1,2013,1,2013,16,20,10,[5],es_1046,5.0
4376,1,SENSORES REMOTOS 2,1,2013,1,2013,20,34,10,[5],es_365,5.0
4377,1,SENSORES REMOTOS 2,1,2013,1,2013,21,17,10,[5],es_253,5.0
4378,1,GEODESIA GEOMETRICA,1,2013,0,2013,6,15,10,[0],es_255,0.0
4379,1,GEODESIA GEOMETRICA,1,2013,0,2013,13,13,10,[0],es_414,0.0
4380,1,GEODESIA GEOMETRICA,1,2013,0,0,0,16,10,[0],es_1045,0.0
4381,1,GEODESIA GEOMETRICA,1,2013,1,2013,19,34,10,[4],es_1046,4.0
4382,1,GEODESIA GEOMETRICA,1,2013,0,2013,14,18,5,[0],es_1047,0.0
4383,1,GEODESIA GEOMETRICA,1,2013,1,2013,16,23,5,[2],es_579,2.0
4384,1,GEODESIA GEOMETRICA,1,2013,1,2013,13,28,10,[4],es_443,4.0
4385,1,GEODESIA GEOMETRICA,1,2013,1,2013,14,31,10,[5],es_365,5.0
4386,1,SOCIOLOGIA,1,2013,1,2012,0,0,0,[4],es_413,4.0
4388,1,EDAFOLOGIA,1,2013,1,2013,16,10,10,[2],es_255,2.0
4389,1,EDAFOLOGIA,1,2013,1,2013,26,26,10,[5],es_1054,5.0
4390,1,EDAFOLOGIA,1,2013,1,2013,19,27,10,[5],es_1053,5.0
4391,1,EDAFOLOGIA,1,2013,1,2013,17,10,10,[3],es_1045,3.0
4392,1,EDAFOLOGIA,1,2013,1,2013,27,23,10,[5],es_1055,5.0
4393,1,EDAFOLOGIA,1,2013,1,2013,19,32,10,[5],es_1046,5.0
4394,1,EDAFOLOGIA,1,2013,1,2013,11,27,10,[3],es_1047,3.0
4395,1,EDAFOLOGIA,1,2013,1,2013,17,24,10,[3],es_579,3.0
4396,1,EDAFOLOGIA,1,2013,1,2013,26,26,10,[5],es_1050,5.0
4397,1,EDAFOLOGIA,1,2013,1,2013,26,31,10,[5],es_443,5.0
4398,1,HIDROLOGIA GENERAL E HIDRAULICA,1,2013,1,2013,9,33,10,[4],es_1501,4.0
4399,1,HIDROLOGIA GENERAL E HIDRAULICA,1,2013,1,2013,8,25,10,[2],es_255,2.0
4400,1,HIDROLOGIA GENERAL E HIDRAULICA,1,2013,0,2013,9,18,10,[0],es_1054,0.0
4401,1,HIDROLOGIA GENERAL E HIDRAULICA,1,2013,0,0,18,0,10,[0],es_1045,0.0
4402,1,HIDROLOGIA GENERAL E HIDRAULICA,1,2013,0,0,0,0,0,[0],es_1796,0.0
4403,1,HIDROLOGIA GENERAL E HIDRAULICA,1,2013,1,2013,13,28,10,[5],es_1046,5.0
4404,1,HIDROLOGIA GENERAL E HIDRAULICA,1,2013,1,2013,8,28,10,[4],es_253,4.0
4405,1,CARTOGRAFIA 2,1,2013,1,2013,8,30,10,[4],es_1501,4.0
4406,1,CARTOGRAFIA 2,1,2013,1,2013,11,19,10,[3],es_414,3.0
4407,1,CARTOGRAFIA 2,1,2013,1,2013,8,24,10,[2],es_1046,2.0
4408,1,CARTOGRAFIA 2,1,2013,1,2013,16,26,10,[5],es_443,5.0
4409,1,CARTOGRAFIA 2,1,2013,0,2013,1,27,10,[0],es_365,0.0
4410,1,LEVANTAMIENTO REGIONALES Y CATASTRALES,1,2013,1,2013,14,28,7,[4],es_1501,4.0
4411,1,LEVANTAMIENTO REGIONALES Y CATASTRALES,1,2013,1,2013,17,26,6,[5],es_824,5.0
4412,1,LEVANTAMIENTO REGIONALES Y CATASTRALES,1,2013,0,0,0,0,0,[0],es_1050,0.0
4413,1,LEVANTAMIENTO REGIONALES Y CATASTRALES,1,2013,1,2013,16,24,7,[4],es_253,4.0
4414,1,ASTRONOMIA,1,2013,1,2013,20,31,0,[3],es_1501,3.0
4415,1,ASTRONOMIA,1,2013,0,0,0,0,0,[0],es_1796,0.0
4416,1,ASTRONOMIA,1,2013,1,2013,18,30,0,[3],es_824,3.0
4417,1,ASTRONOMIA,1,2013,1,2013,21,34,0,[5],es_1050,5.0
4418,1,ASTRONOMIA,1,2013,1,2013,21,31,0,[4],es_253,4.0
4419,1,GEOMORFOLOGIA,1,2013,1,2013,9,13,8,[3],es_1048,3.0
4420,1,GEOMORFOLOGIA,1,2013,1,2013,10,13,8,"[1, 3]",es_1501,2.0
4421,1,GEOMORFOLOGIA,1,2013,0,0,10,0,8,[0],es_255,0.0
4422,1,GEOMORFOLOGIA,1,2013,1,2013,11,13,9,[4],es_1049,4.0
4423,1,GEOMORFOLOGIA,1,2013,1,2013,15,12,10,[5],es_1054,5.0
4424,1,GEOMORFOLOGIA,1,2013,0,0,8,5,9,[0],es_1053,0.0
4425,1,GEOMORFOLOGIA,1,2013,1,2013,10,11,8,[4],es_414,4.0
4426,1,GEOMORFOLOGIA,1,2013,1,2013,10,17,8,[2],es_1045,2.0
4427,1,GEOMORFOLOGIA,1,2013,0,2013,16,8,8,[0],es_1055,0.0
4428,1,GEOMORFOLOGIA,1,2013,1,2013,15,19,8,[4],es_1046,4.0
4429,1,GEOMORFOLOGIA,1,2013,0,2013,12,6,8,[1],es_1047,1.0
4430,1,GEOMORFOLOGIA,1,2013,0,0,0,4,8,[0],es_579,0.0
4431,1,GEOMORFOLOGIA,1,2013,1,2013,12,16,9,[4],es_1050,4.0
4432,1,GEOMORFOLOGIA,1,2013,1,2013,14,17,9,[4],es_443,4.0
4434,1,GEOMORFOLOGIA,1,2013,0,0,0,0,0,[0],es_253,0.0
4435,1,SISTEMA DE INFORMACION GEOGRAFICA,1,2013,1,2013,16,1,5,[3],es_1048,3.0
4436,1,SISTEMA DE INFORMACION GEOGRAFICA,1,2013,1,2013,23,33,5,[5],es_824,5.0
4437,1,SISTEMA DE INFORMACION GEOGRAFICA,1,2013,0,2013,20,12,5,[0],es_172,0.0
4438,1,SISTEMA DE INFORMACION GEOGRAFICA,1,2013,1,2013,18,30,5,[5],es_1050,5.0
4439,1,GEODESIA GRAVIMETRICA,1,2013,1,2013,16,32,10,[5],es_255,5.0
4440,1,GEODESIA GRAVIMETRICA,1,2013,1,2013,14,21,10,[4],es_413,4.0
4441,1,GEODESIA GRAVIMETRICA,1,2013,1,2013,20,36,10,[5],es_1055,5.0
4442,1,GEODESIA GRAVIMETRICA,1,2013,0,0,0,0,0,[0],es_1796,0.0
4443,1,GEODESIA GRAVIMETRICA,1,2013,0,0,0,0,0,[0],es_365,0.0
4444,1,GEODESIA GRAVIMETRICA,1,2013,1,2013,24,32,10,[5],es_1347,5.0
4445,1,EVALUACION Y GESTION AMBIENTAL,1,2013,1,2013,14,29,8,[4],es_1051,4.0
4446,1,EVALUACION Y GESTION AMBIENTAL,1,2013,1,2013,14,27,8,[4],es_822,4.0
4447,1,EVALUACION Y GESTION AMBIENTAL,1,2013,1,2012,0,0,0,[5],es_411,5.0
4448,1,EVALUACION Y GESTION AMBIENTAL,1,2013,1,2012,16,33,8,[5],es_413,5.0
4449,1,VIAS DE COMUNICACION,1,2013,1,2013,15,24,0,[4],es_1048,4.0
4450,1,VIAS DE COMUNICACION,1,2013,1,2013,23,26,0,[5],es_1501,5.0
4451,1,VIAS DE COMUNICACION,1,2013,1,2013,17,27,0,[4],es_1049,4.0
4452,1,VIAS DE COMUNICACION,1,2013,1,2013,21,21,10,[4],es_1054,4.0
4453,1,VIAS DE COMUNICACION,1,2013,1,2012,24,23,10,[4],es_1053,4.0
4454,1,VIAS DE COMUNICACION,1,2013,1,2013,19,30,10,[4],es_1055,4.0
4455,1,VIAS DE COMUNICACION,1,2013,1,2012,21,29,10,[4],es_172,4.0
4456,1,VIAS DE COMUNICACION,1,2013,1,2013,12,20,10,[2],es_1050,2.0
4457,1,VIAS DE COMUNICACION,1,2013,1,2013,21,27,10,[4],es_171,4.0
4458,1,VIAS DE COMUNICACION,1,2013,1,2013,15,27,0,[2],es_253,2.0
4459,1,AVALUO Y TASACION,1,2013,0,0,0,0,0,[0],es_822,0.0
4460,1,AVALUO Y TASACION,1,2013,0,0,0,0,0,[0],es_1048,0.0
4463,1,AVALUO Y TASACION,1,2013,0,0,0,0,0,[0],es_413,0.0
4473,1,AVALUO Y TASACION,1,2013,0,2013,19,12,4,[0],es_172,0.0
4480,1,AVALUO Y TASACION,1,2013,0,2013,16,27,6,[0],es_171,0.0
4487,1,ADMINISTRACION DE EMPRESAS,1,2013,1,2013,0,0,0,[4],es_155,4.0
4488,1,ADMINISTRACION DE EMPRESAS,1,2013,1,2013,26,17,4,[3],es_120,3.0
4489,1,ADMINISTRACION DE EMPRESAS,1,2013,1,2013,23,22,5,[3],es_156,3.0
4490,1,ADMINISTRACION DE EMPRESAS,1,2013,1,2013,0,0,0,[4],es_490,4.0
4491,1,ADMINISTRACION DE EMPRESAS,1,2013,0,2013,22,9,3,[0],es_823,0.0
4492,1,ADMINISTRACION DE EMPRESAS,1,2013,1,2013,17,14,6,[2],es_158,2.0
4493,1,ADMINISTRACION DE EMPRESAS,1,2013,0,0,17,11,4,[0],es_301,0.0
4494,1,ADMINISTRACION DE EMPRESAS,1,2013,1,2012,0,0,0,[4],es_127,4.0
4495,1,ADMINISTRACION DE EMPRESAS,1,2013,1,2012,0,0,0,[2],es_546,2.0
4496,1,ADMINISTRACION DE EMPRESAS,1,2013,1,2013,22,10,1,[3],es_337,3.0
4498,1,POLITICA Y LEGISLACION PROFESIONAL,1,2013,0,2012,0,0,0,[0],es_488,0.0
4499,1,POLITICA Y LEGISLACION PROFESIONAL,1,2013,1,2013,18,30,10,[5],es_1053,5.0
4500,1,POLITICA Y LEGISLACION PROFESIONAL,1,2013,1,2013,21,27,10,[5],es_413,5.0
4501,1,POLITICA Y LEGISLACION PROFESIONAL,1,2013,1,2013,14,30,10,[4],es_1106,4.0
4502,1,POLITICA Y LEGISLACION PROFESIONAL,1,2013,0,0,9,0,0,[0],es_172,0.0
4503,1,POLITICA Y LEGISLACION PROFESIONAL,1,2013,1,2013,14,25,10,[3],es_1188,3.0
